sku,name,quantity,price,supplier,lastRestocked
SKU-00390,Compact Widget,380,31.99,Acme Corp,2024-01-27
SKU-00391,Compact Gadget,397,33.29,TechSupply Inc,2024-01-28
SKU-00392,Compact Doohickey,414,34.59,Parts R Us,2024-01-01
SKU-00393,Compact Thingamajig,431,5.89,Global Widgets,2024-01-02
SKU-00394,Compact Whatsit,448,7.19,Supply Chain Co,2024-01-03
SKU-00395,Compact Gizmo,465,8.49,Acme Corp,2024-01-04
SKU-00396,Compact Component,482,9.79,TechSupply Inc,2024-01-05
SKU-00397,Compact Part,499,11.09,Parts R Us,2024-01-06
SKU-00398,Compact Module,66,12.39,Global Widgets,2024-01-07
SKU-00399,Compact Assembly,83,13.69,Supply Chain Co,2024-01-08
SKU-00400,Premium Widget,100,14.99,Acme Corp,2024-01-09
SKU-00401,Premium Gadget,117,16.29,TechSupply Inc,2024-01-10
SKU-00402,Premium Doohickey,134,17.59,Parts R Us,2024-01-11
SKU-00403,Premium Thingamajig,151,18.89,Global Widgets,2024-01-12
SKU-00404,Premium Whatsit,168,20.19,Supply Chain Co,2024-01-13
SKU-00405,Premium Gizmo,185,21.49,Acme Corp,2024-01-14
SKU-00406,Premium Component,202,22.79,TechSupply Inc,2024-01-15
SKU-00407,Premium Part,219,24.09,Parts R Us,2024-01-16
SKU-00408,Premium Module,236,25.39,Global Widgets,2024-01-17
SKU-00409,Premium Assembly,253,26.69,Supply Chain Co,2024-01-18
SKU-00410,Standard Widget,270,27.99,Acme Corp,2024-01-19
SKU-00411,Standard Gadget,287,29.29,TechSupply Inc,2024-01-20
SKU-00412,Standard Doohickey,304,30.59,Parts R Us,2024-01-21
SKU-00413,Standard Thingamajig,321,31.89,Global Widgets,2024-01-22
SKU-00414,Standard Whatsit,338,33.19,Supply Chain Co,2024-01-23
SKU-00415,Standard Gizmo,355,34.49,Acme Corp,2024-01-24
SKU-00416,Standard Component,372,5.79,TechSupply Inc,2024-01-25
SKU-00417,Standard Part,389,7.09,Parts R Us,2024-01-26
SKU-00418,Standard Module,406,8.39,Global Widgets,2024-01-27
SKU-00419,Standard Assembly,423,9.69,Supply Chain Co,2024-01-28
SKU-00420,Deluxe Widget,440,10.99,Acme Corp,2024-01-01
SKU-00421,Deluxe Gadget,457,12.29,TechSupply Inc,2024-01-02
SKU-00422,Deluxe Doohickey,474,13.59,Parts R Us,2024-01-03
SKU-00423,Deluxe Thingamajig,491,14.89,Global Widgets,2024-01-04
SKU-00424,Deluxe Whatsit,58,16.19,Supply Chain Co,2024-01-05
SKU-00425,Deluxe Gizmo,75,17.49,Acme Corp,2024-01-06
SKU-00426,Deluxe Component,92,18.79,TechSupply Inc,2024-01-07
SKU-00427,Deluxe Part,109,20.09,Parts R Us,2024-01-08
SKU-00428,Deluxe Module,126,21.39,Global Widgets,2024-01-09
SKU-00429,Deluxe Assembly,143,22.69,Supply Chain Co,2024-01-10
SKU-00430,Basic Widget,160,23.99,Acme Corp,2024-01-11
SKU-00431,Basic Gadget,177,25.29,TechSupply Inc,2024-01-12
SKU-00432,Basic Doohickey,194,26.59,Parts R Us,2024-01-13
SKU-00433,Basic Thingamajig,211,27.89,Global Widgets,2024-01-14
SKU-00434,Basic Whatsit,228,29.19,Supply Chain Co,2024-01-15
SKU-00435,Basic Gizmo,245,30.49,Acme Corp,2024-01-16
SKU-00436,Basic Component,262,31.79,TechSupply Inc,2024-01-17
SKU-00437,Basic Part,279,33.09,Parts R Us,2024-01-18
SKU-00438,Basic Module,296,34.39,Global Widgets,2024-01-19
SKU-00439,Basic Assembly,313,5.69,Supply Chain Co,2024-01-20
SKU-00440,Pro Widget,330,6.99,Acme Corp,2024-01-21
SKU-00441,Pro Gadget,347,8.29,TechSupply Inc,2024-01-22
SKU-00442,Pro Doohickey,364,9.59,Parts R Us,2024-01-23
SKU-00443,Pro Thingamajig,381,10.89,Global Widgets,2024-01-24
SKU-00444,Pro Whatsit,398,12.19,Supply Chain Co,2024-01-25
SKU-00445,Pro Gizmo,415,13.49,Acme Corp,2024-01-26
SKU-00446,Pro Component,432,14.79,TechSupply Inc,2024-01-27
SKU-00447,Pro Part,449,16.09,Parts R Us,2024-01-28
SKU-00448,Pro Module,466,17.39,Global Widgets,2024-01-01
SKU-00449,Pro Assembly,483,18.69,Supply Chain Co,2024-01-02
SKU-00450,Ultra Widget,50,19.99,Acme Corp,2024-01-03
SKU-00451,Ultra Gadget,67,21.29,TechSupply Inc,2024-01-04
SKU-00452,Ultra Doohickey,84,22.59,Parts R Us,2024-01-05
SKU-00453,Ultra Thingamajig,101,23.89,Global Widgets,2024-01-06
SKU-00454,Ultra Whatsit,118,25.19,Supply Chain Co,2024-01-07
SKU-00455,Ultra Gizmo,135,26.49,Acme Corp,2024-01-08
SKU-00456,Ultra Component,152,27.79,TechSupply Inc,2024-01-09
SKU-00457,Ultra Part,169,29.09,Parts R Us,2024-01-10
SKU-00458,Ultra Module,186,30.39,Global Widgets,2024-01-11
SKU-00459,Ultra Assembly,203,31.69,Supply Chain Co,2024-01-12
SKU-00460,Mini Widget,220,32.99,Acme Corp,2024-01-13
SKU-00461,Mini Gadget,237,34.29,TechSupply Inc,2024-01-14
SKU-00462,Mini Doohickey,254,5.59,Parts R Us,2024-01-15
SKU-00463,Mini Thingamajig,271,6.89,Global Widgets,2024-01-16
SKU-00464,Mini Whatsit,288,8.19,Supply Chain Co,2024-01-17
SKU-00465,Mini Gizmo,305,9.49,Acme Corp,2024-01-18
SKU-00466,Mini Component,322,10.79,TechSupply Inc,2024-01-19
SKU-00467,Mini Part,339,12.09,Parts R Us,2024-01-20
SKU-00468,Mini Module,356,13.39,Global Widgets,2024-01-21
SKU-00469,Mini Assembly,373,14.69,Supply Chain Co,2024-01-22
SKU-00470,Mega Widget,390,15.99,Acme Corp,2024-01-23
SKU-00471,Mega Gadget,407,17.29,TechSupply Inc,2024-01-24
SKU-00472,Mega Doohickey,424,18.59,Parts R Us,2024-01-25
SKU-00473,Mega Thingamajig,441,19.89,Global Widgets,2024-01-26
SKU-00474,Mega Whatsit,458,21.19,Supply Chain Co,2024-01-27
SKU-00475,Mega Gizmo,475,22.49,Acme Corp,2024-01-28
SKU-00476,Mega Component,492,23.79,TechSupply Inc,2024-01-01
SKU-00477,Mega Part,59,25.09,Parts R Us,2024-01-02
SKU-00478,Mega Module,76,26.39,Global Widgets,2024-01-03
SKU-00479,Mega Assembly,93,27.69,Supply Chain Co,2024-01-04
SKU-00480,Super Widget,110,28.99,Acme Corp,2024-01-05
SKU-00481,Super Gadget,127,30.29,TechSupply Inc,2024-01-06
SKU-00482,Super Doohickey,144,31.59,Parts R Us,2024-01-07
SKU-00483,Super Thingamajig,161,32.89,Global Widgets,2024-01-08
SKU-00484,Super Whatsit,178,34.19,Supply Chain Co,2024-01-09
SKU-00485,Super Gizmo,195,5.49,Acme Corp,2024-01-10
SKU-00486,Super Component,212,6.79,TechSupply Inc,2024-01-11
SKU-00487,Super Part,229,8.09,Parts R Us,2024-01-12
SKU-00488,Super Module,246,9.39,Global Widgets,2024-01-13
SKU-00489,Super Assembly,263,10.69,Supply Chain Co,2024-01-14
SKU-00490,Compact Widget,280,11.99,Acme Corp,2024-01-15
SKU-00491,Compact Gadget,297,13.29,TechSupply Inc,2024-01-16
SKU-00492,Compact Doohickey,314,14.59,Parts R Us,2024-01-17
SKU-00493,Compact Thingamajig,331,15.89,Global Widgets,2024-01-18
SKU-00494,Compact Whatsit,348,17.19,Supply Chain Co,2024-01-19
SKU-00495,Compact Gizmo,365,18.49,Acme Corp,2024-01-20
SKU-00496,Compact Component,382,19.79,TechSupply Inc,2024-01-21
SKU-00497,Compact Part,399,21.09,Parts R Us,2024-01-22
SKU-00498,Compact Module,416,22.39,Global Widgets,2024-01-23
SKU-00499,Compact Assembly,433,23.69,Supply Chain Co,2024-01-24
SKU-00500,Premium Widget,450,24.99,Acme Corp,2024-01-25
SKU-00501,Premium Gadget,467,26.29,TechSupply Inc,2024-01-26
SKU-00502,Premium Doohickey,484,27.59,Parts R Us,2024-01-27
SKU-00503,Premium Thingamajig,51,28.89,Global Widgets,2024-01-28
SKU-00504,Premium Whatsit,68,30.19,Supply Chain Co,2024-01-01
SKU-00505,Premium Gizmo,85,31.49,Acme Corp,2024-01-02
SKU-00506,Premium Component,102,32.79,TechSupply Inc,2024-01-03
SKU-00507,Premium Part,119,34.09,Parts R Us,2024-01-04
SKU-00508,Premium Module,136,5.39,Global Widgets,2024-01-05
SKU-00509,Premium Assembly,153,6.69,Supply Chain Co,2024-01-06
SKU-00510,Standard Widget,170,7.99,Acme Corp,2024-01-07
SKU-00511,Standard Gadget,187,9.29,TechSupply Inc,2024-01-08
SKU-00512,Standard Doohickey,204,10.59,Parts R Us,2024-01-09
SKU-00513,Standard Thingamajig,221,11.89,Global Widgets,2024-01-10
SKU-00514,Standard Whatsit,238,13.19,Supply Chain Co,2024-01-11
SKU-00515,Standard Gizmo,255,14.49,Acme Corp,2024-01-12
SKU-00516,Standard Component,272,15.79,TechSupply Inc,2024-01-13
SKU-00517,Standard Part,289,17.09,Parts R Us,2024-01-14
SKU-00518,Standard Module,306,18.39,Global Widgets,2024-01-15
SKU-00519,Standard Assembly,323,19.69,Supply Chain Co,2024-01-16
SKU-00520,Deluxe Widget,340,20.99,Acme Corp,2024-01-17
SKU-00521,Deluxe Gadget,357,22.29,TechSupply Inc,2024-01-18
SKU-00522,Deluxe Doohickey,374,23.59,Parts R Us,2024-01-19
SKU-00523,Deluxe Thingamajig,391,24.89,Global Widgets,2024-01-20
SKU-00524,Deluxe Whatsit,408,26.19,Supply Chain Co,2024-01-21
SKU-00525,Deluxe Gizmo,425,27.49,Acme Corp,2024-01-22
SKU-00526,Deluxe Component,442,28.79,TechSupply Inc,2024-01-23
SKU-00527,Deluxe Part,459,30.09,Parts R Us,2024-01-24
SKU-00528,Deluxe Module,476,31.39,Global Widgets,2024-01-25
SKU-00529,Deluxe Assembly,493,32.69,Supply Chain Co,2024-01-26
SKU-00530,Basic Widget,60,33.99,Acme Corp,2024-01-27
SKU-00531,Basic Gadget,77,5.29,TechSupply Inc,2024-01-28
SKU-00532,Basic Doohickey,94,6.59,Parts R Us,2024-01-01
SKU-00533,Basic Thingamajig,111,7.89,Global Widgets,2024-01-02
SKU-00534,Basic Whatsit,128,9.19,Supply Chain Co,2024-01-03
SKU-00535,Basic Gizmo,145,10.49,Acme Corp,2024-01-04
SKU-00536,Basic Component,162,11.79,TechSupply Inc,2024-01-05
SKU-00537,Basic Part,179,13.09,Parts R Us,2024-01-06
SKU-00538,Basic Module,196,14.39,Global Widgets,2024-01-07
SKU-00539,Basic Assembly,213,15.69,Supply Chain Co,2024-01-08
SKU-00540,Pro Widget,230,16.99,Acme Corp,2024-01-09
SKU-00541,Pro Gadget,247,18.29,TechSupply Inc,2024-01-10
SKU-00542,Pro Doohickey,264,19.59,Parts R Us,2024-01-11
SKU-00543,Pro Thingamajig,281,20.89,Global Widgets,2024-01-12
SKU-00544,Pro Whatsit,298,22.19,Supply Chain Co,2024-01-13
SKU-00545,Pro Gizmo,315,23.49,Acme Corp,2024-01-14
SKU-00546,Pro Component,332,24.79,TechSupply Inc,2024-01-15
SKU-00547,Pro Part,349,26.09,Parts R Us,2024-01-16
SKU-00548,Pro Module,366,27.39,Global Widgets,2024-01-17
SKU-00549,Pro Assembly,383,28.69,Supply Chain Co,2024-01-18
SKU-00550,Ultra Widget,400,29.99,Acme Corp,2024-01-19
SKU-00551,Ultra Gadget,417,31.29,TechSupply Inc,2024-01-20
SKU-00552,Ultra Doohickey,434,32.59,Parts R Us,2024-01-21
SKU-00553,Ultra Thingamajig,451,33.89,Global Widgets,2024-01-22
SKU-00554,Ultra Whatsit,468,5.19,Supply Chain Co,2024-01-23
SKU-00555,Ultra Gizmo,485,6.49,Acme Corp,2024-01-24
SKU-00556,Ultra Component,52,7.79,TechSupply Inc,2024-01-25
SKU-00557,Ultra Part,69,9.09,Parts R Us,2024-01-26
SKU-00558,Ultra Module,86,10.39,Global Widgets,2024-01-27
SKU-00559,Ultra Assembly,103,11.69,Supply Chain Co,2024-01-28
SKU-00560,Mini Widget,120,12.99,Acme Corp,2024-01-01
SKU-00561,Mini Gadget,137,14.29,TechSupply Inc,2024-01-02
SKU-00562,Mini Doohickey,154,15.59,Parts R Us,2024-01-03
SKU-00563,Mini Thingamajig,171,16.89,Global Widgets,2024-01-04
SKU-00564,Mini Whatsit,188,18.19,Supply Chain Co,2024-01-05
SKU-00565,Mini Gizmo,205,19.49,Acme Corp,2024-01-06
SKU-00566,Mini Component,222,20.79,TechSupply Inc,2024-01-07
SKU-00567,Mini Part,239,22.09,Parts R Us,2024-01-08
SKU-00568,Mini Module,256,23.39,Global Widgets,2024-01-09
SKU-00569,Mini Assembly,273,24.69,Supply Chain Co,2024-01-10
SKU-00570,Mega Widget,290,25.99,Acme Corp,2024-01-11
SKU-00571,Mega Gadget,307,27.29,TechSupply Inc,2024-01-12
SKU-00572,Mega Doohickey,324,28.59,Parts R Us,2024-01-13
SKU-00573,Mega Thingamajig,341,29.89,Global Widgets,2024-01-14
SKU-00574,Mega Whatsit,358,31.19,Supply Chain Co,2024-01-15
SKU-00575,Mega Gizmo,375,32.49,Acme Corp,2024-01-16
SKU-00576,Mega Component,392,33.79,TechSupply Inc,2024-01-17
SKU-00577,Mega Part,409,5.09,Parts R Us,2024-01-18
SKU-00578,Mega Module,426,6.39,Global Widgets,2024-01-19
SKU-00579,Mega Assembly,443,7.69,Supply Chain Co,2024-01-20
SKU-00580,Super Widget,460,8.99,Acme Corp,2024-01-21
SKU-00581,Super Gadget,477,10.29,TechSupply Inc,2024-01-22
SKU-00582,Super Doohickey,494,11.59,Parts R Us,2024-01-23
SKU-00583,Super Thingamajig,61,12.89,Global Widgets,2024-01-24
SKU-00584,Super Whatsit,78,14.19,Supply Chain Co,2024-01-25
SKU-00585,Super Gizmo,95,15.49,Acme Corp,2024-01-26
SKU-00586,Super Component,112,16.79,TechSupply Inc,2024-01-27
SKU-00587,Super Part,129,18.09,Parts R Us,2024-01-28
SKU-00588,Super Module,146,19.39,Global Widgets,2024-01-01
SKU-00589,Super Assembly,163,20.69,Supply Chain Co,2024-01-02
SKU-00590,Compact Widget,180,21.99,Acme Corp,2024-01-03
SKU-00591,Compact Gadget,197,23.29,TechSupply Inc,2024-01-04
SKU-00592,Compact Doohickey,214,24.59,Parts R Us,2024-01-05
SKU-00593,Compact Thingamajig,231,25.89,Global Widgets,2024-01-06
SKU-00594,Compact Whatsit,248,27.19,Supply Chain Co,2024-01-07
SKU-00595,Compact Gizmo,265,28.49,Acme Corp,2024-01-08
SKU-00596,Compact Component,282,29.79,TechSupply Inc,2024-01-09
SKU-00597,Compact Part,299,31.09,Parts R Us,2024-01-10
SKU-00598,Compact Module,316,32.39,Global Widgets,2024-01-11
SKU-00599,Compact Assembly,333,33.69,Supply Chain Co,2024-01-12
SKU-00600,Premium Widget,350,4.99,Acme Corp,2024-01-13
SKU-00601,Premium Gadget,367,6.29,TechSupply Inc,2024-01-14
SKU-00602,Premium Doohickey,384,7.59,Parts R Us,2024-01-15
SKU-00603,Premium Thingamajig,401,8.89,Global Widgets,2024-01-16
SKU-00604,Premium Whatsit,418,10.19,Supply Chain Co,2024-01-17
SKU-00605,Premium Gizmo,435,11.49,Acme Corp,2024-01-18
SKU-00606,Premium Component,452,12.79,TechSupply Inc,2024-01-19
SKU-00607,Premium Part,469,14.09,Parts R Us,2024-01-20
SKU-00608,Premium Module,486,15.39,Global Widgets,2024-01-21
SKU-00609,Premium Assembly,53,16.69,Supply Chain Co,2024-01-22
SKU-00610,Standard Widget,70,17.99,Acme Corp,2024-01-23
SKU-00611,Standard Gadget,87,19.29,TechSupply Inc,2024-01-24
SKU-00612,Standard Doohickey,104,20.59,Parts R Us,2024-01-25
SKU-00613,Standard Thingamajig,121,21.89,Global Widgets,2024-01-26
SKU-00614,Standard Whatsit,138,23.19,Supply Chain Co,2024-01-27
SKU-00615,Standard Gizmo,155,24.49,Acme Corp,2024-01-28
SKU-00616,Standard Component,172,25.79,TechSupply Inc,2024-01-01
SKU-00617,Standard Part,189,27.09,Parts R Us,2024-01-02
SKU-00618,Standard Module,206,28.39,Global Widgets,2024-01-03
SKU-00619,Standard Assembly,223,29.69,Supply Chain Co,2024-01-04
SKU-00620,Deluxe Widget,240,30.99,Acme Corp,2024-01-05
SKU-00621,Deluxe Gadget,257,32.29,TechSupply Inc,2024-01-06
SKU-00622,Deluxe Doohickey,274,33.59,Parts R Us,2024-01-07
SKU-00623,Deluxe Thingamajig,291,34.89,Global Widgets,2024-01-08
SKU-00624,Deluxe Whatsit,308,6.19,Supply Chain Co,2024-01-09
SKU-00625,Deluxe Gizmo,325,7.49,Acme Corp,2024-01-10
SKU-00626,Deluxe Component,342,8.79,TechSupply Inc,2024-01-11
SKU-00627,Deluxe Part,359,10.09,Parts R Us,2024-01-12
SKU-00628,Deluxe Module,376,11.39,Global Widgets,2024-01-13
SKU-00629,Deluxe Assembly,393,12.69,Supply Chain Co,2024-01-14
SKU-00630,Basic Widget,410,13.99,Acme Corp,2024-01-15
SKU-00631,Basic Gadget,427,15.29,TechSupply Inc,2024-01-16
SKU-00632,Basic Doohickey,444,16.59,Parts R Us,2024-01-17
SKU-00633,Basic Thingamajig,461,17.89,Global Widgets,2024-01-18
SKU-00634,Basic Whatsit,478,19.19,Supply Chain Co,2024-01-19
SKU-00635,Basic Gizmo,495,20.49,Acme Corp,2024-01-20
SKU-00636,Basic Component,62,21.79,TechSupply Inc,2024-01-21
SKU-00637,Basic Part,79,23.09,Parts R Us,2024-01-22
SKU-00638,Basic Module,96,24.39,Global Widgets,2024-01-23
SKU-00639,Basic Assembly,113,25.69,Supply Chain Co,2024-01-24
SKU-00640,Pro Widget,130,26.99,Acme Corp,2024-01-25
SKU-00641,Pro Gadget,147,28.29,TechSupply Inc,2024-01-26
SKU-00642,Pro Doohickey,164,29.59,Parts R Us,2024-01-27
SKU-00643,Pro Thingamajig,181,30.89,Global Widgets,2024-01-28
SKU-00644,Pro Whatsit,198,32.19,Supply Chain Co,2024-01-01
SKU-00645,Pro Gizmo,215,33.49,Acme Corp,2024-01-02
SKU-00646,Pro Component,232,34.79,TechSupply Inc,2024-01-03
SKU-00647,Pro Part,249,6.09,Parts R Us,2024-01-04
SKU-00648,Pro Module,266,7.39,Global Widgets,2024-01-05
SKU-00649,Pro Assembly,283,8.69,Supply Chain Co,2024-01-06
SKU-00650,Ultra Widget,300,9.99,Acme Corp,2024-01-07
SKU-00651,Ultra Gadget,317,11.29,TechSupply Inc,2024-01-08
SKU-00652,Ultra Doohickey,334,12.59,Parts R Us,2024-01-09
SKU-00653,Ultra Thingamajig,351,13.89,Global Widgets,2024-01-10
SKU-00654,Ultra Whatsit,368,15.19,Supply Chain Co,2024-01-11
SKU-00655,Ultra Gizmo,385,16.49,Acme Corp,2024-01-12
SKU-00656,Ultra Component,402,17.79,TechSupply Inc,2024-01-13
SKU-00657,Ultra Part,419,19.09,Parts R Us,2024-01-14
SKU-00658,Ultra Module,436,20.39,Global Widgets,2024-01-15
SKU-00659,Ultra Assembly,453,21.69,Supply Chain Co,2024-01-16
SKU-00660,Mini Widget,470,22.99,Acme Corp,2024-01-17
SKU-00661,Mini Gadget,487,24.29,TechSupply Inc,2024-01-18
SKU-00662,Mini Doohickey,54,25.59,Parts R Us,2024-01-19
SKU-00663,Mini Thingamajig,71,26.89,Global Widgets,2024-01-20
SKU-00664,Mini Whatsit,88,28.19,Supply Chain Co,2024-01-21
SKU-00665,Mini Gizmo,105,29.49,Acme Corp,2024-01-22
SKU-00666,Mini Component,122,30.79,TechSupply Inc,2024-01-23
SKU-00667,Mini Part,139,32.09,Parts R Us,2024-01-24
SKU-00668,Mini Module,156,33.39,Global Widgets,2024-01-25
SKU-00669,Mini Assembly,173,34.69,Supply Chain Co,2024-01-26
SKU-00670,Mega Widget,190,5.99,Acme Corp,2024-01-27
SKU-00671,Mega Gadget,207,7.29,TechSupply Inc,2024-01-28
SKU-00672,Mega Doohickey,224,8.59,Parts R Us,2024-01-01
SKU-00673,Mega Thingamajig,241,9.89,Global Widgets,2024-01-02
SKU-00674,Mega Whatsit,258,11.19,Supply Chain Co,2024-01-03
SKU-00675,Mega Gizmo,275,12.49,Acme Corp,2024-01-04
SKU-00676,Mega Component,292,13.79,TechSupply Inc,2024-01-05
SKU-00677,Mega Part,309,15.09,Parts R Us,2024-01-06
SKU-00678,Mega Module,326,16.39,Global Widgets,2024-01-07
SKU-00679,Mega Assembly,343,17.69,Supply Chain Co,2024-01-08
SKU-00680,Super Widget,360,18.99,Acme Corp,2024-01-09
SKU-00681,Super Gadget,377,20.29,TechSupply Inc,2024-01-10
SKU-00682,Super Doohickey,394,21.59,Parts R Us,2024-01-11
SKU-00683,Super Thingamajig,411,22.89,Global Widgets,2024-01-12
SKU-00684,Super Whatsit,428,24.19,Supply Chain Co,2024-01-13
SKU-00685,Super Gizmo,445,25.49,Acme Corp,2024-01-14
SKU-00686,Super Component,462,26.79,TechSupply Inc,2024-01-15
SKU-00687,Super Part,479,28.09,Parts R Us,2024-01-16
SKU-00688,Super Module,496,29.39,Global Widgets,2024-01-17
SKU-00689,Super Assembly,63,30.69,Supply Chain Co,2024-01-18
SKU-00690,Compact Widget,80,31.99,Acme Corp,2024-01-19
SKU-00691,Compact Gadget,97,33.29,TechSupply Inc,2024-01-20
SKU-00692,Compact Doohickey,114,34.59,Parts R Us,2024-01-21
SKU-00693,Compact Thingamajig,131,5.89,Global Widgets,2024-01-22
SKU-00694,Compact Whatsit,148,7.19,Supply Chain Co,2024-01-23
SKU-00695,Compact Gizmo,165,8.49,Acme Corp,2024-01-24
SKU-00696,Compact Component,182,9.79,TechSupply Inc,2024-01-25
SKU-00697,Compact Part,199,11.09,Parts R Us,2024-01-26
SKU-00698,Compact Module,216,12.39,Global Widgets,2024-01-27
SKU-00699,Compact Assembly,233,13.69,Supply Chain Co,2024-01-28
SKU-00700,Premium Widget,250,14.99,Acme Corp,2024-01-01
SKU-00701,Premium Gadget,267,16.29,TechSupply Inc,2024-01-02
SKU-00702,Premium Doohickey,284,17.59,Parts R Us,2024-01-03
SKU-00703,Premium Thingamajig,301,18.89,Global Widgets,2024-01-04
SKU-00704,Premium Whatsit,318,20.19,Supply Chain Co,2024-01-05
SKU-00705,Premium Gizmo,335,21.49,Acme Corp,2024-01-06
SKU-00706,Premium Component,352,22.79,TechSupply Inc,2024-01-07
SKU-00707,Premium Part,369,24.09,Parts R Us,2024-01-08
SKU-00708,Premium Module,386,25.39,Global Widgets,2024-01-09
SKU-00709,Premium Assembly,403,26.69,Supply Chain Co,2024-01-10
SKU-00710,Standard Widget,420,27.99,Acme Corp,2024-01-11
SKU-00711,Standard Gadget,437,29.29,TechSupply Inc,2024-01-12
SKU-00712,Standard Doohickey,454,30.59,Parts R Us,2024-01-13
SKU-00713,Standard Thingamajig,471,31.89,Global Widgets,2024-01-14
SKU-00714,Standard Whatsit,488,33.19,Supply Chain Co,2024-01-15
SKU-00715,Standard Gizmo,55,34.49,Acme Corp,2024-01-16
SKU-00716,Standard Component,72,5.79,TechSupply Inc,2024-01-17
SKU-00717,Standard Part,89,7.09,Parts R Us,2024-01-18
SKU-00718,Standard Module,106,8.39,Global Widgets,2024-01-19
SKU-00719,Standard Assembly,123,9.69,Supply Chain Co,2024-01-20
SKU-00720,Deluxe Widget,140,10.99,Acme Corp,2024-01-21
SKU-00721,Deluxe Gadget,157,12.29,TechSupply Inc,2024-01-22
SKU-00722,Deluxe Doohickey,174,13.59,Parts R Us,2024-01-23
SKU-00723,Deluxe Thingamajig,191,14.89,Global Widgets,2024-01-24
SKU-00724,Deluxe Whatsit,208,16.19,Supply Chain Co,2024-01-25
SKU-00725,Deluxe Gizmo,225,17.49,Acme Corp,2024-01-26
SKU-00726,Deluxe Component,242,18.79,TechSupply Inc,2024-01-27
SKU-00727,Deluxe Part,259,20.09,Parts R Us,2024-01-28
SKU-00728,Deluxe Module,276,21.39,Global Widgets,2024-01-01
SKU-00729,Deluxe Assembly,293,22.69,Supply Chain Co,2024-01-02
SKU-00730,Basic Widget,310,23.99,Acme Corp,2024-01-03
SKU-00731,Basic Gadget,327,25.29,TechSupply Inc,2024-01-04
SKU-00732,Basic Doohickey,344,26.59,Parts R Us,2024-01-05
SKU-00733,Basic Thingamajig,361,27.89,Global Widgets,2024-01-06
SKU-00734,Basic Whatsit,378,29.19,Supply Chain Co,2024-01-07
SKU-00735,Basic Gizmo,395,30.49,Acme Corp,2024-01-08
SKU-00736,Basic Component,412,31.79,TechSupply Inc,2024-01-09
SKU-00737,Basic Part,429,33.09,Parts R Us,2024-01-10
SKU-00738,Basic Module,446,34.39,Global Widgets,2024-01-11
SKU-00739,Basic Assembly,463,5.69,Supply Chain Co,2024-01-12
SKU-00740,Pro Widget,480,6.99,Acme Corp,2024-01-13
SKU-00741,Pro Gadget,497,8.29,TechSupply Inc,2024-01-14
SKU-00742,Pro Doohickey,64,9.59,Parts R Us,2024-01-15
SKU-00743,Pro Thingamajig,81,10.89,Global Widgets,2024-01-16
SKU-00744,Pro Whatsit,98,12.19,Supply Chain Co,2024-01-17
SKU-00745,Pro Gizmo,115,13.49,Acme Corp,2024-01-18
SKU-00746,Pro Component,132,14.79,TechSupply Inc,2024-01-19
SKU-00747,Pro Part,149,16.09,Parts R Us,2024-01-20
SKU-00748,Pro Module,166,17.39,Global Widgets,2024-01-21
SKU-00749,Pro Assembly,183,18.69,Supply Chain Co,2024-01-22
SKU-00750,Ultra Widget,200,19.99,Acme Corp,2024-01-23
SKU-00751,Ultra Gadget,217,21.29,TechSupply Inc,2024-01-24
SKU-00752,Ultra Doohickey,234,22.59,Parts R Us,2024-01-25
SKU-00753,Ultra Thingamajig,251,23.89,Global Widgets,2024-01-26
SKU-00754,Ultra Whatsit,268,25.19,Supply Chain Co,2024-01-27
SKU-00755,Ultra Gizmo,285,26.49,Acme Corp,2024-01-28
SKU-00756,Ultra Component,302,27.79,TechSupply Inc,2024-01-01
SKU-00757,Ultra Part,319,29.09,Parts R Us,2024-01-02
SKU-00758,Ultra Module,336,30.39,Global Widgets,2024-01-03
SKU-00759,Ultra Assembly,353,31.69,Supply Chain Co,2024-01-04
SKU-00760,Mini Widget,370,32.99,Acme Corp,2024-01-05
SKU-00761,Mini Gadget,387,34.29,TechSupply Inc,2024-01-06
SKU-00762,Mini Doohickey,404,5.59,Parts R Us,2024-01-07
SKU-00763,Mini Thingamajig,421,6.89,Global Widgets,2024-01-08
SKU-00764,Mini Whatsit,438,8.19,Supply Chain Co,2024-01-09
SKU-00765,Mini Gizmo,455,9.49,Acme Corp,2024-01-10
SKU-00766,Mini Component,472,10.79,TechSupply Inc,2024-01-11
SKU-00767,Mini Part,489,12.09,Parts R Us,2024-01-12
